,wb_subclass_label,wb_cluster_label,x,y
273947109477268462451250700509204812124,276_Oligo,3914_Oligo,-58529.10059508549,39854.2357614893
273957315932341125190923892064842346935,138_TH Prkcd_Grin2c,1997_TH Prkcd_Grin2c,-60514.05105343337,38698.805468363964
273966184228695887985698425764663320198,279_Astro,3949_Astro,-59970.8932273588,39658.0756320702
273970682245191354473741318159445070006,276_Oligo,3906_Oligo,-61180.915892374665,39161.10971321645
27398320508682618672518793474059250062,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61036.35156669483,38786.60867316161
273994117728570412978011855691978312204,276_Oligo,3914_Oligo,-62358.115857741264,40180.71790971268
273999783385793171331027083377377428065,279_Astro,3931_Astro,-61520.00120534475,40715.99016276262
274012408354935921713781169570082116600,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60582.07334960004,38931.9224797013
274040950462116280841519125638407007075,276_Oligo,3914_Oligo,-59890.70194237179,38833.20593244185
274048308362845199823356982861844646139,285_Endo,4017_Endo,-60455.91899575578,39774.066904012965
274069196049525421746178889650475517984,279_Astro,3931_Astro,-62855.139631759754,40698.964068938556
274113370309392625426141671119359501449,285_Endo,4017_Endo,-60102.10014922012,39185.221396358436
274139341678423695604563185559117598297,282_Micro-PVM,3981_Micro-PVM,-61619.55964118985,40073.8000535418
274179951830005161643397881421977005473,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60278.251798782025,40514.7235157603
274190228062793957369805782965503333024,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-60403.2978471776,39649.88058208483
274205279089405383988418897659163177910,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-61484.325121082875,38697.776721607246
274208864879347800797950490310542475831,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61963.38701490681,39707.37426352411
27422029262951547709335821736095527344,279_Astro,3949_Astro,-60126.875166245176,39140.67788614445
274221554102561826150745032696080020435,279_Astro,3931_Astro,-62833.91597431131,40711.31778723698
274224228596908531995959790861967470902,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63243.204210830416,39404.84068609429
274226478002619669626076476624031915249,285_Endo,4017_Endo,-60595.671196203344,39112.99993214884
274271717161036903648516893279044102430,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61291.308541614606,38809.97974184907
274274457746892768131500024094769743745,137_TH_Rxfp1_Epb4,1975_TH_Rxfp1_Epb4,-61141.67800255114,38814.22799256224
274275286781422326982528325047602699609,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61629.88533163552,39433.60628937563
274283423848418165612003042034452090228,276_Oligo,3913_Oligo,-62346.154757300836,39488.45419707758
274305192316448894671787695790729542360,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-61962.229665901796,39544.12850974683
274322373816801252907463511796397434866,279_Astro,3952_Astro,-61001.82502011134,39097.792446866675
274326257185273921755693295017222526373,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-61215.613428514975,39880.442129279836
274353331321628356885995298386994333926,279_Astro,3949_Astro,-59299.55189380252,39657.181152549325
274366211196969101566529684705015321485,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62879.69906158719,40475.58759284654
274406596917202436105795624937782256079,275_OPC,3893_OPC,-61870.01428169065,38765.58930992612
274417390304720897340182951631451366509,279_Astro,3933_Astro,-63315.60809443798,39483.952863438826
274428392528724745815243732237561849845,276_Oligo,3913_Oligo,-60096.035970294186,39707.9147667736
274458381847938154557219407328093568048,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61789.230865498896,39119.62439414945
274480237662474525333829922171441813054,279_Astro,3949_Astro,-60944.500790717364,40164.48770211621
274491354867772163996170881029655552579,276_Oligo,3914_Oligo,-59012.392310675095,40095.005682396055
274493660705780309975803130988736796338,275_OPC,3893_OPC,-62825.04309591667,40374.732582699195
274495531849811609547576017194413520227,275_OPC,3893_OPC,-59988.002341083746,40408.48620639458
27450146941533507958939739324914752676,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59232.07026265952,40670.22226946667
274517073693014380887526425529347274552,279_Astro,3933_Astro,-61891.96908839847,38696.416563474515
274553773339006247614519328716857294081,276_Oligo,3915_Oligo,-59299.060493164994,39115.763675783484
274577614085471640446797066467744028135,276_Oligo,3908_Oligo,-63236.88975917135,39308.576409852656
274583781536307166050093977565128073614,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58606.912029897416,39603.21345274921
274592511195305920250797439695042923241,138_TH Prkcd_Grin2c,2002_TH Prkcd_Grin2c,-61082.387972415636,38679.56508144595
274603427347913908055415330841123828200,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60013.565662132845,39331.00334188619
274614008677683005597903580244993106526,275_OPC,3893_OPC,-61162.22558154529,38989.61105727236
274657853655568836350811408240106908758,282_Micro-PVM,3981_Micro-PVM,-59596.80971168507,40516.33807301814
274659630564782787884307871227133356375,133_TH PF_Fzd5,1929_TH PF_Fzd5,-61051.92878923953,38655.04607649952
274711554016360579477724915726178993239,137_TH_Rxfp1_Epb4,1954_TH_Rxfp1_Epb4,-61073.33526018517,39857.842557855285
27474361162419492577439879271656590769,285_Endo,4017_Endo,-60769.23016284411,39948.05220043438
274778397237376551044693948867775066998,279_Astro,3949_Astro,-59691.75741649457,39291.0451342076
274781008165197148366695308429754158733,279_Astro,3952_Astro,-63119.367674372865,40484.598367427796
274786473439105140780511563944039914030,279_Astro,3933_Astro,-62565.56118200745,40084.19789634616
274790870465396407155451143902494377824,111_HY/TH Gnb3,1564_HY/TH Gnb3,-58859.60367782033,40326.23954284217
27480635922622078976847343817266266568,279_Astro,3942_Astro,-59668.04987596438,40800.659935615404
274817311027968910086413496095301924953,276_Oligo,3915_Oligo,-59282.50040040812,40161.082920436646
274826181350332218412845656548878025091,283_VLMC,3998_VLMC,-60828.0973304093,38830.66200660714
274831242881454279440697612813392845046,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63398.58873488033,39782.97899085668
274837747402493983454020314302062769469,285_Endo,4017_Endo,-59698.19044490933,39730.56854677042
274890525746107813772432874233451682209,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61532.07662419202,39446.87327622311
274891253027345895776930567374821531506,276_Oligo,3916_Oligo,-62991.396661154984,40135.00898887586
274891954823650332380075076193778632584,276_Oligo,3915_Oligo,-62530.736388257814,40095.46358098358
274903985484738087956251601403610319313,285_Endo,4015_Endo,-61824.89626312835,39587.38255531683
274908394727086889941050225388896616951,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59060.97664294225,39513.02666553813
274909232015320552557449791036899053877,276_Oligo,3915_Oligo,-63521.270702623835,39766.45583335279
274917932792290930658124409637990024174,276_Oligo,3914_Oligo,-58662.251954905325,40201.490449182704
274923261532516546080978556434112120052,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-60367.61787832266,39501.46576142059
274956839104324377195441967352815314451,285_Endo,4017_Endo,-59560.2201001023,40441.98142115995
274970852925761964930977161555520695008,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-60298.172911781,40101.97861426907
274977270946241990241284638713620616762,276_Oligo,3915_Oligo,-62363.377022029774,40757.968941883875
275008911054880681077345019019686525894,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59186.94184266333,39546.87897544223
275013097453782447529741510692496115143,275_OPC,3893_OPC,-61498.272510978975,39939.516162522974
275029139046916564437207925599986857772,275_OPC,3893_OPC,-61416.156445612076,40038.30125555187
275138873658359968996998758394234914953,276_Oligo,3915_Oligo,-63586.82949709441,39947.59604967747
275158282471962915084346584867491485673,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-60232.38405302001,40524.50692297972
275164522366407553426304322924810352829,276_Oligo,3914_Oligo,-63238.33255714798,40169.062271022856
27517834498757764590989849276233148685,285_Endo,4017_Endo,-59630.26122155863,39634.884789674055
275186953942894524171543619392971951981,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62288.68043009632,40700.7073226363
275236964278137151780778771932209559649,134_TH PVT_Ntrk1,1937_TH PVT_Ntrk1,-61157.206085227255,38548.776423171934
275279733582569733521936442801154996171,279_Astro,3949_Astro,-60572.55878794703,40329.70052342741
275282998988028962459957017107620633118,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63192.52216930028,39650.87299094344
275318676188720271976850803754375905749,275_OPC,3893_OPC,-59058.57719961178,40370.98186596585
275324845600255689932453192817187963571,276_Oligo,3914_Oligo,-58740.742197093954,39447.663667485365
27537073308037748354663797297984954094,276_Oligo,3914_Oligo,-60472.983080212834,38983.67600535284
275475651902124855819578725832809671026,285_Endo,4017_Endo,-60218.77500208048,40188.09138810524
275484149093135319148083988210084148885,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-60295.50561917625,39357.73131235275
275564279051734635260259065768136529867,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-60201.677743401895,39414.56397342928
275568429500144399541807060255006220205,128_TH MH_Tac2,1837_TH MH_Tac2,-60844.13146452758,40393.11213823597
275572942211362952329375360725525377941,138_TH Prkcd_Grin2c,2012_TH Prkcd_Grin2c,-61071.069557547075,39734.822672838956
275589033699312506568332407278300748611,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60036.668479484346,39575.92632368844
275612842534155953724253622026592271318,276_Oligo,3914_Oligo,-63637.07927963866,39772.125066743494
275619222651356356054031165716756996498,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62549.10251862454,40639.687633889436
275663637921395855482635085995375452911,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-59898.145708414755,39087.681102650735
275666730010236211577882174986809211285,279_Astro,3949_Astro,-59412.46917992571,39116.60082238958
27568896703677690862004309044474786695,283_VLMC,3994_VLMC,-58653.351135527984,39568.36688273004
27569059176298517487946362275298304580,275_OPC,3893_OPC,-62076.35120625844,40219.45853912916
275696336943570187265150950135401989819,276_Oligo,3916_Oligo,-59016.317627454104,40381.76149804335
275721439400276579127570131252406168224,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62242.89218029889,39269.04332847375
27572647349831541848692072082736102648,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-62778.931166237584,40399.55560128168
275762596701896494871554262070021467955,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63226.640595975114,39456.382362403834
27576785023716894499379287636702724553,285_Endo,4017_Endo,-63295.67830252134,39171.057064351095
275773770725594261659048519458588950127,285_Endo,4017_Endo,-62107.80024809172,40206.65473253609
275782335778232698384913590693131705490,285_Endo,4017_Endo,-60162.90556852424,38709.66056308332
275815476269705737055851865049725099982,275_OPC,3893_OPC,-62679.75600081768,40462.80175315028
275827818843901841934584924282598485543,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62784.61738030122,40046.253601576514
275846195055704081459705526315356491457,285_Endo,4016_Endo,-61519.1590373301,39416.34954475633
275863831651807339270494683020103907151,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61583.303945902066,39564.64551104382
275868548233264633233507971292686060393,279_Astro,3949_Astro,-60861.42366125822,39944.52057364766
275878882181290296089177346464028938057,284_SMC-Peri,4003_SMC-Peri,-59358.639695900594,40329.09908318695
275885158445123436564298035027712144585,284_SMC-Peri,4003_SMC-Peri,-59404.241352718425,40419.10815209184
275906564513577220457368434405996839825,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63310.20231017099,40174.352381193356
275907239071633283066269811653671522268,285_Endo,4017_Endo,-61584.104777205095,38693.809284973235
275928755549173865190132884772867197420,276_Oligo,3915_Oligo,-62786.00027591731,39737.92197055952
275938047410078678372148666925367604815,137_TH_Rxfp1_Epb4,1981_TH_Rxfp1_Epb4,-61082.78713253832,38798.76979055009
275942641426437773792004322015046445657,128_TH MH_Tac2,1843_TH MH_Tac2,-60921.33039814999,40522.4506256518
27595698808738620604651424470040401976,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60785.16462784296,39047.97068337836
275964360833444360247800016043303308346,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59502.09703094836,40511.21432983818
27605510054642912020023272887051213935,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-58918.08062392289,39439.91996218202
276057828206403432821800343480208716611,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62492.979147022954,40633.26107387488
276060138128582437002884787431639974432,138_TH Prkcd_Grin2c,1997_TH Prkcd_Grin2c,-60259.0184021106,39150.3387399225
27606732964062717067772167386811626382,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-60188.06841536685,40485.84023448899
276070684404851032905764757826281802631,128_TH MH_Tac2,1837_TH MH_Tac2,-61270.13019459401,40466.42572426984
276073210046858711480204028556788098114,276_Oligo,3915_Oligo,-59649.44093082406,39935.0767321786
276111138624085880112223691521661466547,276_Oligo,3915_Oligo,-63336.392174445755,40312.29249481054
276117654521925102872549530168199912929,283_VLMC,3993_VLMC,-63106.206592505085,40555.948549916415
276130129654549614277504634146065662738,279_Astro,3931_Astro,-61982.57182558092,40386.800552062996
276136420121019729790012927827722233498,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62576.1097532807,40312.67661192707
276144099909786056250103287706022675548,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63100.26402546484,39620.33957950663
276164974022170867582816058729518517616,276_Oligo,3915_Oligo,-59951.75680908092,39449.914548797715
276167051474959203395812202361923645687,137_TH_Rxfp1_Epb4,1961_TH_Rxfp1_Epb4,-60353.12399825086,40019.64399168467
276171413205193514090902426704247641913,279_Astro,3933_Astro,-60187.255310122055,38821.52896417204
276183522266061233135701631915445822880,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-62985.84600689302,40555.17661444738
27621094910730377140664058308927689124,279_Astro,3942_Astro,-60453.52272374112,40351.00662100081
276238382162225825287121727843246618693,276_Oligo,3915_Oligo,-59196.993545035686,39921.55269664534
276246694811803925184533685283682609435,128_TH MH_Tac2,1854_TH MH_Tac2,-60713.29550477982,40623.499209326576
276273199932157716456899654403443905200,279_Astro,3933_Astro,-63496.90216051414,39992.312355706934
276280828990086789484569571050607850843,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61579.8645265437,40194.06838322739
276282152561875573704555447315170707839,279_Astro,3950_Astro,-60444.05794698848,39534.5821449559
276312242912173018694878035809182807903,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59393.65523042732,40533.698706586336
276315450275817403822835632238731883304,282_Micro-PVM,3981_Micro-PVM,-58682.83594255595,40062.344922792036
276319226304940380988576839737045949093,279_Astro,3951_Astro,-60656.80529911658,39040.66503690232
276321212841086272688364280879718654797,276_Oligo,3914_Oligo,-62735.02793315839,40491.329106554855
276321831842778590154493587162761806163,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59848.56340967099,40563.12064659837
276352094143605152947684862029336150808,285_Endo,4017_Endo,-62380.735589295706,39533.25178188626
276359658117695009446991922602179551686,285_Endo,4017_Endo,-60184.84413396883,40581.17903534967
276388214876734763543992497366630536768,276_Oligo,3906_Oligo,-59424.97917475793,40568.152031303354
276398346978681743781091047951645935069,276_Oligo,3913_Oligo,-60903.443316981145,40248.79756543933
276419485427776970503375785006307104090,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60574.972072828146,40136.5803754143
276420964341867149396449973757695842171,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60589.03284889671,40152.43797850088
276435115845939332443286776228752375016,276_Oligo,3914_Oligo,-59294.73321739354,39153.57661234685
276437672048715277512346822359973492703,279_Astro,3949_Astro,-60037.86281801127,40254.16212331915
276441635889302471959297843840913881526,285_Endo,4017_Endo,-61459.25556514462,39628.65380864892
2764726416936731812631510029584872959,282_Micro-PVM,3982_Micro-PVM,-63439.22509199743,39514.003633772045
276473362915606914955004957599017418003,285_Endo,4017_Endo,-62997.47604269897,40545.81102750796
276481467285892291485477083807506958318,276_Oligo,3914_Oligo,-59799.78708527765,40717.17842868592
276483678409667738070653851585164106944,276_Oligo,3913_Oligo,-59583.07060760686,40053.41650364654
276513252703132474319532113150932510704,138_TH Prkcd_Grin2c,1993_TH Prkcd_Grin2c,-60799.16286908023,39345.305010171236
276524474318553764211816344345711725312,279_Astro,3933_Astro,-60663.365140391266,40282.92001495347
276525057170866428094900241358974191505,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61413.37779217886,39370.733311431984
276535798411450575327111248868005387427,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62087.0507461396,38914.506376185476
276552057938778576225090253924381423902,276_Oligo,3914_Oligo,-61996.34531560348,38807.14223437778
276552941375158640079036992732872497435,282_Micro-PVM,3981_Micro-PVM,-61996.93064891461,40290.151727384364
276554683969761471275598114704414860110,284_SMC-Peri,4004_SMC-Peri,-60156.308140184774,38807.39753519553
276554755092749726374191060317148386047,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60782.07704245043,38948.432348109556
276571620047591845477653611934441406930,279_Astro,3933_Astro,-62403.85143538594,39933.64557680564
276592515724583944951705687812985605417,128_TH MH_Tac2,1846_TH MH_Tac2,-61205.963406543204,40607.721746600924
276597808830442042085797778283489445719,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-61308.49310748399,38987.79199252204
276603753434397130055249556117866561932,276_Oligo,3914_Oligo,-60280.421592269915,39041.36339236906
276616329782558765806627941506565921602,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58810.57427207678,39379.677171930045
276632260411109588085838766796808953049,276_Oligo,3915_Oligo,-59048.951067180365,39239.58502120682
276633641144837705876926392679858568731,275_OPC,3893_OPC,-62760.91365922529,40110.50906667089
276641958588712189267624741808315820548,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58735.52311879417,39739.034439095616
276655016208039924432162934350986512549,279_Astro,3949_Astro,-62252.91541979658,40638.42139663466
276681554013915557705921280584655402612,276_Oligo,3915_Oligo,-63021.16725116882,39016.70721567908
27668924387753439547246627030283901705,279_Astro,3933_Astro,-60247.185875413,39601.64712895102
276696354314309679299762152056529585078,279_Astro,3949_Astro,-60371.96621461948,40347.99296701358
276696382649787648350522914254217848704,282_Micro-PVM,3982_Micro-PVM,-61641.04769683561,39730.777496026894
276737608819160435857547753189541646398,276_Oligo,3913_Oligo,-60544.54129418208,40234.586927787874
276779950621436141250111550226945243507,285_Endo,4017_Endo,-63294.11394063238,40053.41334019419
276781505008396461502246447950135359355,276_Oligo,3914_Oligo,-62013.2871045618,38934.88082372448
276795216719544966106154151467715456336,285_Endo,4017_Endo,-62815.06670029943,40522.02875711888
276837836214164394413307930123874796232,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61340.252349426744,38677.473608776476
276863526848117305203145284077137652230,279_Astro,3949_Astro,-59333.157035031094,40688.20803763844
276863767643753684259932012986359624802,129_TH LH_Pou4f1_Sox1,1866_TH LH_Pou4f1_Sox1,-61662.91981664452,40455.454598637625
276872518968929999761521926152819853501,279_Astro,3933_Astro,-62893.43123657632,40345.45757777536
276885146255138656589797948879529935869,128_TH MH_Tac2,1837_TH MH_Tac2,-60814.16657477044,40477.698477276645
276885354707375615560791803032151527721,276_Oligo,3916_Oligo,-61420.16838990861,40118.50166084687
276891329344169527340866750950595077293,276_Oligo,3914_Oligo,-58594.88501692774,39610.84098062853
276954357045165921739054365249179192803,134_TH PVT_Ntrk1,1932_TH PVT_Ntrk1,-60938.38191238319,40309.17675741628
27696041832420966702986538365842469295,276_Oligo,3915_Oligo,-62313.50694443225,39054.8970123181
276967610753275902988508201569749699718,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61345.727500083995,38711.90510930054
276976323135527875140935885621524312798,285_Endo,4017_Endo,-61265.2410533566,39643.78001789151
277005917435585819017553416911212784361,279_Astro,3949_Astro,-58768.63901765197,39819.35372600983
277016733430918876517850529162237747009,279_Astro,3933_Astro,-59786.27059587879,39813.43681522058
277034302381390494829243937360129387236,279_Astro,3933_Astro,-60134.27293126734,40169.119418850445
277035403345922502956553582403857036494,281_Bergmann,3974_Bergmann,-59703.37007309441,40298.26735276102
277044028124858037790928441942801256544,283_VLMC,3997_VLMC,-63241.982156637816,40092.508047480784
277049280255031388065837680853717058214,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60567.37796610466,39177.9769169027
277077610816262334122756763419557874744,276_Oligo,3914_Oligo,-62895.692160182094,39050.42771858992
277077884458161776807414331287469069336,275_OPC,3893_OPC,-61705.86569301325,39679.852971326014
277091036112686685131048174613308386495,129_TH LH_Pou4f1_Sox1,1869_TH LH_Pou4f1_Sox1,-61432.38354506023,40300.449798968606
27710097244260429789790593707212329558,276_Oligo,3914_Oligo,-60346.72553311419,39043.91771992066
27711077715368791651521899640764568463,276_Oligo,3916_Oligo,-62590.4026137357,39289.28671114555
277118385452146140056548394065111181726,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61826.43296635736,39197.39677699213
277128733418933673753593263814298663720,279_Astro,3949_Astro,-62207.71800362977,38880.26142070678
277131440674456851338669214501316245472,138_TH Prkcd_Grin2c,2011_TH Prkcd_Grin2c,-61028.820886238456,40026.23513719888
277131993945569683072542196380299572301,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-59852.71906640602,39099.31496485923
277146910068879108997307934583852134210,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60267.57240477061,38866.226886921395
277150834556601254851552257345773342752,276_Oligo,3913_Oligo,-63382.091139962846,39693.59854994884
277159858833370713850482022131307429631,279_Astro,3962_Astro,-60694.72025724526,39416.430116859585
277172391697384558271225376066261630639,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-61357.646552177604,39875.063241783835
277187208000965681942692103806551267471,284_SMC-Peri,4003_SMC-Peri,-62609.873987777195,39575.21271125591
277214594302229534406348833412435787652,138_TH Prkcd_Grin2c,2019_TH Prkcd_Grin2c,-60147.651952294276,39677.94729963056
277224697761519059503044251663059039045,279_Astro,3952_Astro,-60893.626205231354,38583.96926365799
277240756992166412431327334114004293471,282_Micro-PVM,3981_Micro-PVM,-61206.08017518934,40372.664226343375
277303757099116591767802640574595792652,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63023.453269640675,39434.605065788644
277353444547166419418428116240149544097,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62613.61402264792,40297.25196513876
277356287803649059987246412501097912772,279_Astro,3933_Astro,-61301.04975372535,40029.59752629709
277364184540447419877156199458580142286,276_Oligo,3915_Oligo,-62937.27889101494,39967.55803512362
277377098025860269010807731163327344835,138_TH Prkcd_Grin2c,1997_TH Prkcd_Grin2c,-60222.02196008652,38946.99823002756
277379591246340424505952680435172498443,111_HY/TH Gnb3,1564_HY/TH Gnb3,-63298.96707006817,40422.61516299076
277391223178833702508319372601353644784,276_Oligo,3913_Oligo,-60392.79040119685,39140.03816874359
277394207163736842106103644699048662538,279_Astro,3949_Astro,-62804.8572442051,40430.965269526896
2773962601566895451323686776774878494,279_Astro,3950_Astro,-61488.26683294296,40008.330334856124
2774174522006417452441853321110771124,285_Endo,4017_Endo,-60821.24643719987,40845.6152110075
27741777637120567715467706734550798608,276_Oligo,3915_Oligo,-59140.599818997165,39631.51542029643
277423502763077851335550486296672579115,73_LSX Prdm12,939_LSX Prdm12,-60508.759381251344,38633.58423648622
277447715851611417967164852947834477569,279_Astro,3952_Astro,-60237.074661823804,40459.33608445105
277470377890386885704037796259895552324,279_Astro,3931_Astro,-63067.58809050263,39261.962903984415
277500575607458464302733855735578979907,279_Astro,3946_Astro,-63419.62636859757,40220.31302057347
277508004873493882923801147091726461055,276_Oligo,3915_Oligo,-62509.30150196278,40676.95079181931
277542182504817657774661109259361430064,285_Endo,4011_Endo,-59230.54196598136,39441.222489860476
27754864878830188035116244495014151896,285_Endo,4017_Endo,-59054.23372440766,39273.26188651378
277557061571546571843374810058902428837,138_TH Prkcd_Grin2c,2007_TH Prkcd_Grin2c,-60235.77588747576,40413.05819491862
277559910269391057106741355624295008607,279_Astro,3949_Astro,-63346.11181253868,39332.7200085431
277569057211497949861793469075827398991,246_MY Zbtb42,3708_MY Zbtb42,-63184.80229958531,40494.32232600122
277572614118970633845570893377630637723,275_OPC,3893_OPC,-61360.89690262589,39203.49492976545
277600968634039109632778480757631018153,279_Astro,3949_Astro,-60859.445396056246,40168.50379783244
277619174883219075457808420737889978362,276_Oligo,3915_Oligo,-62769.788870546,39816.51100070901
27762879538403207143698707383296270283,276_Oligo,3915_Oligo,-59378.35490814554,39186.49831575756
277637932225558270757927980430117010376,138_TH Prkcd_Grin2c,2025_TH Prkcd_Grin2c,-62578.14432709088,40332.52926439651
277641172611195149224597514266201202880,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62281.78111452606,39483.50605248482
277662680569110244631825964567663511133,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61261.950657749396,40181.530041005695
277712104043683526451926658121484781033,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-59838.62535971592,39001.5283448371
277724734338989556532957799619714819396,276_Oligo,3913_Oligo,-62444.44577560843,38921.29110214803
277734209423139375009775955142539888938,276_Oligo,3914_Oligo,-63305.94142304349,40148.498617898535
277735287509701630873730801968037314000,279_Astro,3949_Astro,-61373.75134470649,40497.09011298347
277786259587900971365078835131623115812,279_Astro,3949_Astro,-59017.87365546511,39863.494951067776
277794713669504017006828753722903632917,275_OPC,3893_OPC,-62520.2562428387,40492.51340737969
277800039492249567263189297584393784498,276_Oligo,3914_Oligo,-59426.806973331455,39150.14725363495
277814365318416408742474200746441163229,276_Oligo,3915_Oligo,-63458.64445593721,39930.61590029897
277871432221646063150373738083040400221,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62802.92443248539,39674.90123926134
277885660154950333579064655239835847008,138_TH Prkcd_Grin2c,2009_TH Prkcd_Grin2c,-61154.11722185904,39118.88670375076
277895389597029694579259849411640835769,285_Endo,4015_Endo,-59928.05734705472,40175.93074508237
277900146498028392603504058442111946068,143_SCH,2131_SCH,-61929.956804543704,38690.94622029648
277901988320387268198702995017654347916,279_Astro,3949_Astro,-61967.304157887134,38921.30796940549
277917728745287698239830091997120115389,279_Astro,3952_Astro,-61079.56625425277,38625.723491486024
277923578443922500890023339708809753229,276_Oligo,3913_Oligo,-62617.84112521674,40682.542140912155
277963941117122706268259015943861274605,279_Astro,3933_Astro,-60529.487536606364,38683.275551682804
277976717340371416384605496860578476429,279_Astro,3931_Astro,-61193.62639279445,40158.707331136866
277979020655700720457111498002335504306,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59089.682419991645,40123.278163447336
277983297461936677408551586254667726357,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59302.80843796934,39449.25014061797
277983352308932972331179408616932439152,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62959.33339799044,39919.257011611364
277999977663701123560426817150265331573,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59951.58096233773,39798.42666226256
278031109605862443198559300591640256869,128_TH MH_Tac2,1852_TH MH_Tac2,-61401.81332750464,40544.5388880596
27803534089168345930841356845637002147,276_Oligo,3914_Oligo,-60411.604120248565,39696.01692200983
278080184841993432775150515806041145294,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59001.51223263022,39963.27874006432
