,wb_subclass_label,wb_cluster_label,x,y
144736437566898688274574579283932275337,283_VLMC,3993_VLMC,-61238.66604464981,40256.09502307111
144736670781235464530035282252337774722,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60807.05868042762,39621.05774180441
144768083824228349869081614603480070534,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62743.27046021266,39777.446905416255
14477286272305627324297131505538999864,137_TH_Rxfp1_Epb4,1966_TH_Rxfp1_Epb4,-61205.90120955972,38928.514887423895
144773100813513436721500369323535130796,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59345.32294399831,39411.232996040024
14478227378620438407867552322822111346,128_TH MH_Tac2,1836_TH MH_Tac2,-60801.74556532041,40782.132792112665
144802352203023551203729374900179471695,279_Astro,3949_Astro,-62644.69775951007,39448.333160620445
144825823418899977693351747848701702055,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62839.04012055936,39128.76021432067
144836577929762546573776662406548911809,279_Astro,3952_Astro,-60825.90955477713,38745.93058908474
14483949359714040433370857193131422738,285_Endo,4017_Endo,-60624.25064878806,40690.75846034407
144839828382769052901406416368042095206,276_Oligo,3913_Oligo,-62029.72268190221,40721.77674473243
144842466472328735316619698442558312000,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62230.95421570645,39582.7675204582
144858697522319871334006203677496885030,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62084.78351200866,39347.79871123664
144862425448940969189950597157697661235,279_Astro,3931_Astro,-61369.3714476438,40334.7616557275
144868686129347863629046352840096719625,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61820.523259625785,40037.43027728253
144883997783223455384778564644674814822,134_TH PVT_Ntrk1,1935_TH PVT_Ntrk1,-61010.483078490855,40202.17183426369
144899416877827983443210934456958393493,279_Astro,3954_Astro,-61350.604329698544,40628.424693132285
1449111434941208238427341802066052130,137_TH_Rxfp1_Epb4,1984_TH_Rxfp1_Epb4,-61935.77552068146,39919.12185070265
144926297265008970324547181814607151319,138_TH Prkcd_Grin2c,2017_TH Prkcd_Grin2c,-61432.38561806576,39243.375833220605
144942938772726951056027156657612817650,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-60737.31785941085,38777.89351632612
144947517757966161057130140492723773550,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59819.767837521744,39072.4794477093
144969623923159686237681032868766830308,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60106.200221909596,39647.96307504669
144972588040774159608973675844167249919,279_Astro,3949_Astro,-61373.472315681945,38927.93682139289
144979613976353163923470659081871414808,282_Micro-PVM,3982_Micro-PVM,-62789.227886813074,38934.08290021481
145007788297055722635883639906645187668,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63541.25566985033,39836.98657306072
145008886693404937868377957110637177042,279_Astro,3952_Astro,-61090.9465716971,39713.554029524355
145013813475917909170847005598983208817,279_Astro,3949_Astro,-62383.00517835996,38892.20150501282
145016352946925991947911348439479509691,282_Micro-PVM,3978_Micro-PVM,-59933.24269580597,40088.09816657109
145026965127729977588416052614754213152,279_Astro,3930_Astro,-62678.76550576176,39296.74158880956
145035939869948757724733503763128931504,285_Endo,4017_Endo,-60092.52506036014,39141.139833014015
145046562471694546721785884145391952140,284_SMC-Peri,4003_SMC-Peri,-58722.801600186125,39909.138565724366
145050534546761535387883360810755277088,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62349.79903344964,39183.418595330426
145062194303854041413799936985420353282,279_Astro,3951_Astro,-59768.30762394509,40444.34554324604
145088113315013927841487930742266458859,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61980.73224461442,39002.429633821324
145090627107652919975897871066637207889,279_Astro,3949_Astro,-60035.919943670255,40211.649440258836
145113166317612712964486621520604110315,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-60501.4221368493,40507.18019753753
145137443529012836086497222649738744457,275_OPC,3893_OPC,-59395.70886611668,40691.22207086629
14514959222460726680069964564926740454,282_Micro-PVM,3982_Micro-PVM,-61167.335464694836,40500.32187462914
145156561323556091293610255885980560024,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62264.59454567936,39662.515574183126
145168796832065898214300218157552135538,285_Endo,4017_Endo,-60425.175035676526,39322.08014362411
14517425914545940568872855218686056524,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59671.63055624564,40535.167398976824
145180187108746695485198036585461747279,276_Oligo,3902_Oligo,-61326.116810528925,39953.41739956528
145189086913972188544117722069482661302,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61298.16102167801,39594.87132351071
145195929288637513672539228198978282324,279_Astro,3950_Astro,-59699.83372560165,39252.538648941954
145218815572540591748713092111395373653,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62449.09572816945,39094.766500834114
145222277761496118790451792697319403195,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-61565.8685220686,40343.54352851007
145263467220348204632580999746507476467,279_Astro,3949_Astro,-61675.89798301076,38983.17519975234
145275939146208661166021212284878532875,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-60709.10339904613,40320.77062798887
145292044377272904671332498354914041737,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62553.369247805305,40423.94120576049
145299253227870350227902652694227736809,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-62072.36531800334,39671.72403272186
145300351103071007505186738633666315579,285_Endo,4017_Endo,-62534.232885861325,39800.78616310243
145315114594257407158900349648335273500,279_Astro,3949_Astro,-61650.34808461409,40333.79300186937
145317403624404267449153750314413588923,279_Astro,3933_Astro,-60426.73188766008,39624.98426775298
145346040952689645602554273929602840163,276_Oligo,3914_Oligo,-59874.85180968524,40060.07312618325
1454033095757744447695558688427454330,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62472.9381649658,40418.44443339473
145404029979285631696502137077747709806,137_TH_Rxfp1_Epb4,1960_TH_Rxfp1_Epb4,-61752.81648734996,40367.997294847904
145414027654281228684609646451023807745,284_SMC-Peri,4007_SMC-Peri,-59149.661164805904,40174.08604440152
145464996240411257805878471647644926503,275_OPC,3894_OPC,-59590.25671614457,39649.21917246923
145475132184519192327904100437631960851,283_VLMC,3997_VLMC,-58521.90942026869,39829.37676377225
14547923243829422793594504705148529425,276_Oligo,3914_Oligo,-59557.66055749301,40492.35096249172
145517191286365930501778926574296394068,276_Oligo,3915_Oligo,-60596.66613488723,39386.20045978592
145600319442634948707120261966737361116,276_Oligo,3911_Oligo,-60246.5050285862,40112.71600867563
145615257710543434859865960950795281841,279_Astro,3933_Astro,-62590.627263770715,40188.41295713944
145615369746609775874812778158493697073,134_TH PVT_Ntrk1,1938_TH PVT_Ntrk1,-60990.53622214417,40266.61277210569
145620817035307807975513750222467176407,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62981.467253044335,39496.568591067706
145629927631053907170386299433091963003,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59893.271888631796,39200.42733649212
145644240971022631037415907965506711003,276_Oligo,3915_Oligo,-63164.766826279796,39350.56478590958
145646673494096183964401739279877972268,276_Oligo,3914_Oligo,-61230.92739021078,40669.65606237798
145649079207545950505225280726409191080,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62794.728504282546,39619.926561479966
145649928384165071777130742035012180532,276_Oligo,3908_Oligo,-60619.061228144375,39260.190842184005
145654361330861765893173802342047333706,276_Oligo,3915_Oligo,-61723.60932602871,38792.60956979678
145683414929620395504283568131530334435,276_Oligo,3915_Oligo,-63348.74650957067,40085.3833180964
14569306760012744966098507406782152216,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-61271.932221045674,39128.46712292835
145705223162024807885641330451962630896,279_Astro,3931_Astro,-60827.79057510377,39467.64630627906
145712199941599188858592660751672582143,279_Astro,3949_Astro,-62022.978940754816,39497.575592811685
145715302934660286602480070325571603002,285_Endo,4017_Endo,-59873.759772341036,39603.097160005345
145717990413183458493414696345175511752,138_TH Prkcd_Grin2c,2023_TH Prkcd_Grin2c,-61350.54417079473,39154.789308403444
14572049099413033220752089267971523085,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62198.856909714515,40731.95067481602
145762125056337503487481999802199199881,283_VLMC,3994_VLMC,-61658.55956567092,40634.66440496455
145766436799792174808553625155402372294,276_Oligo,3914_Oligo,-61795.880060956755,39037.10639844362
145769559479517506153967912322908058494,282_Micro-PVM,3982_Micro-PVM,-59249.769781477866,40484.35607336585
145828045186718332485731379386217992634,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-60347.27368639972,40011.615108800725
145834480718110454929547418642082121584,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-59311.88977499321,40736.27894764311
145868925429320577888506127246613949627,276_Oligo,3915_Oligo,-60440.62725464796,38842.139986880255
145882241130590457384724212384346221406,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63123.00712174423,39894.3761892693
145908345967403962335631572995738361591,285_Endo,4017_Endo,-61216.23036276272,40178.07600635138
145913364566614319394476932856158585771,279_Astro,3949_Astro,-61978.640656861346,40060.738138793124
145954999254516021839200775414685965659,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62378.940099757936,39647.09848083657
145969317853702592884309430629608347608,276_Oligo,3915_Oligo,-63143.73776188751,39408.21816570786
146031784110716858478592141432940666528,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-60281.33528161567,40154.97693475981
146039148733417817119766187355031080570,285_Endo,4017_Endo,-58837.642888295304,40314.31368942049
146052537939007226677020027209767968794,276_Oligo,3914_Oligo,-61529.85512563033,39534.10470607484
146062812739417213104897667303650581768,276_Oligo,3913_Oligo,-59859.09197760554,39995.74463283556
146066888009445120224665790369139717070,279_Astro,3949_Astro,-60088.10401406554,38815.59853837365
146078416325226762534137375610491174794,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59893.92452231239,40647.27182076755
146088742070173380373154865918045360087,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62570.91278181259,39952.84384521674
146090148685131865445272106829618718101,279_Astro,3949_Astro,-60792.41881234361,38779.40295712571
146104675272412400624961056990920820045,285_Endo,4017_Endo,-62244.053537250584,39330.512080037915
14612813686706679934812218653148993841,133_TH PF_Fzd5,1929_TH PF_Fzd5,-61137.34942566723,39182.70220008766
146131059191049744869651782970683730387,276_Oligo,3915_Oligo,-59412.69096470818,39021.30084012433
146140612531635906833358806480529588742,276_Oligo,3915_Oligo,-61002.20701108522,39402.25614785403
146158620455673241902341770502576321268,128_TH MH_Tac2,1850_TH MH_Tac2,-60544.41488188659,40607.61106670741
146170797125959207417508013131452765328,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61389.71505132443,39022.63776080635
146175089200471297325110938390149241350,283_VLMC,3997_VLMC,-59617.66860893993,40681.61047374171
14617968853756382252517275852645336280,138_TH Prkcd_Grin2c,2006_TH Prkcd_Grin2c,-61642.10609918463,39332.19120468943
146202555091237122733453090438734603637,285_Endo,4017_Endo,-61619.41361274489,38767.81938564648
146208542681604727050113779127226508215,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61358.885851341794,39007.44270696848
14624267538347097978496548816586584693,279_Astro,3933_Astro,-61187.25918349731,40338.20566450883
146248003319641483873765629496108671950,279_Astro,3949_Astro,-60388.51844805375,39073.84582761117
146253002899549741945780230270669297152,283_VLMC,3993_VLMC,-61236.344304559,39206.07651620495
146269117378168666577874987573197019206,283_VLMC,3994_VLMC,-60756.370670587254,40759.73375238338
146271559075411539677380704018118145593,282_Micro-PVM,3982_Micro-PVM,-61576.157659122466,39768.13036092012
146273709336121262052580855296242453378,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62551.14606096154,39602.991076342645
14628314585047863046101597572487839163,138_TH Prkcd_Grin2c,2009_TH Prkcd_Grin2c,-61206.769485304096,39211.5647921618
146311519387596544221437192528517868406,279_Astro,3949_Astro,-62082.1886248014,40077.60310598812
146333860806352667984956635139047955153,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-61765.31040858753,40444.426631906725
146341229457280284081126093322708446192,276_Oligo,3916_Oligo,-63050.74172196288,39065.567048693934
146356139012797952720189532563977014025,111_HY/TH Gnb3,1564_HY/TH Gnb3,-59185.14909266635,39050.79679793329
146359405955837976740157382317852938925,282_Micro-PVM,3981_Micro-PVM,-59076.2634773783,39048.81778135497
146361024641372505093254582994884334272,133_TH PF_Fzd5,1929_TH PF_Fzd5,-61028.664345910336,39217.38115949299
146381550594390901185391831374499046255,275_OPC,3893_OPC,-59449.165185274374,40778.08435905731
146393234242057882207281132164806356152,134_TH PVT_Ntrk1,1934_TH PVT_Ntrk1,-61174.640657096235,40280.556816470584
146399178689932217830909284106480074750,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59983.91860888348,40380.176044018495
146413300953812349049414429336384403178,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62525.92082426832,39398.42730064709
14642677421449869609211972372467614954,276_Oligo,3913_Oligo,-58984.14173120723,40279.980693311605
146437262543757998084251523244467415117,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63047.55343238448,39874.56298663786
14646430110614577120528228813257695206,279_Astro,3952_Astro,-58978.05128463301,40563.60840944686
146466000829945113094414428849350352055,285_Endo,4017_Endo,-61886.742522071225,39044.65654489812
146471197262521964664521690833288211214,275_OPC,3893_OPC,-62684.41582860731,39779.460733240805
146481646311759651545796656880077935568,279_Astro,3950_Astro,-59474.190286697834,39683.86437416625
146498492655964947534340587429272165778,279_Astro,3933_Astro,-62651.78313292739,39890.02931211445
146509590697362004419908721874894098285,279_Astro,3952_Astro,-61271.90442499561,38527.87856905702
146511510589147347000458845369301365436,279_Astro,3933_Astro,-63472.803183176045,39691.7122458484
146512813491713734056105614277705043653,279_Astro,3949_Astro,-58684.00196457094,39865.657970530345
146526509021673105285067316799796224484,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63026.078700359816,39752.98856489065
146558542610532523885159530692427051593,279_Astro,3951_Astro,-61902.35191664671,39110.08181278402
14656078760434096517450493852345963067,276_Oligo,3911_Oligo,-61313.89979014,38837.4567446391
14656337098142606715223253430040174811,138_TH Prkcd_Grin2c,2002_TH Prkcd_Grin2c,-60206.89377193945,40067.46540389282
146563866189874366669887392695568964272,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-61739.637937535445,39696.81876556135
146566969265329795811905233082741067554,276_Oligo,3914_Oligo,-58986.51052966252,40008.992444006966
146578902519539543983658026798329083286,276_Oligo,3915_Oligo,-62469.229515422776,39053.47470566648
146606482619900736176736745984228239973,275_OPC,3893_OPC,-58966.74951222753,39468.26415798559
146612950077003539082816680578903646091,279_Astro,3949_Astro,-61694.62563040974,39308.665610100375
146615272380918621550071616243547758533,285_Endo,4017_Endo,-61721.07628167526,39031.7353094487
14662852136992959543025244996018575587,285_Endo,4017_Endo,-62837.5323036898,39877.30981947546
146638013584078512420451382757422608906,282_Micro-PVM,3982_Micro-PVM,-59351.40250036347,40657.695275056605
146658883583630053108468391679966874201,275_OPC,3893_OPC,-61019.12114359353,39058.649826930174
14667139299017946597491596393451655245,276_Oligo,3915_Oligo,-63299.05772120049,39931.772003025726
146675628013617691639311705740377389256,279_Astro,3949_Astro,-61589.4270216739,38901.8285163247
146681315523708683034060073476306836321,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59315.52183602962,39661.31490524882
146684410371322567057087912821535247325,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-60255.710241042616,39938.1159063603
146745794749132464596262108631718058539,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59130.434636248945,39913.722995366035
146764219469884761648070081452195959219,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59594.28097326172,40642.45877383887
146778976475690726927771574878709288266,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62440.18885287589,40151.5601505476
146782106335325635166179268256709732139,285_Endo,4017_Endo,-60523.8326699929,39363.82549486768
1467923192206605591589048118672249221,275_OPC,3893_OPC,-59763.160387861215,40552.49314275222
146801555402203959766638241385541155804,137_TH_Rxfp1_Epb4,1964_TH_Rxfp1_Epb4,-60443.608387810214,40352.25269653179
146832349226696963105507652742077167662,279_Astro,3949_Astro,-61615.251863546524,40348.44438357667
146838448699582834728200594143083599811,276_Oligo,3915_Oligo,-58656.734769061586,40265.48104938598
146841024488134556837438684734618532200,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-59091.0712936978,39709.81128099055
146846030274406850899166386155981258184,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60018.519223533636,40107.98545247171
146869219205750124938400641221782783191,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62933.86799185539,39757.05257840531
146870677995141113590060224136366072845,279_Astro,3949_Astro,-59190.681937346584,40661.87639334305
146876608216341315440012863821513617117,279_Astro,3949_Astro,-59266.26202192542,38968.56574596783
146890108279109435752901766314378203786,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62309.34874750923,40712.77738398819
14690775084845542434588645796487764263,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62890.85122163136,40251.72299692582
146919359878207396884352461344812258774,279_Astro,3931_Astro,-59559.795326220774,40476.90638042906
146931830898625443402603284759294570,276_Oligo,3911_Oligo,-62353.67009767433,39320.40690366694
146955083756711729083101997014764393624,138_TH Prkcd_Grin2c,2001_TH Prkcd_Grin2c,-61882.17435087183,40504.42539061013
146978229045224867570651719795558632269,279_Astro,3949_Astro,-60937.29814355645,39266.860585749026
147030110344391837583309306696863252583,137_TH_Rxfp1_Epb4,1981_TH_Rxfp1_Epb4,-61103.45725741197,39000.56762534638
147058641010512235539268845849678898070,279_Astro,3931_Astro,-60949.12681389885,40363.17665345955
147058854913588867918987838452799674840,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62452.45779606763,40642.91723308937
147165964230682959400133835140525985350,276_Oligo,3914_Oligo,-59002.15935141633,39037.82754448017
14717267018434719033528621734602685933,279_Astro,3933_Astro,-62057.26896615691,40646.263584819564
147182585993407215369967747996334251850,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59739.26106340198,39849.58654488418
147186960770321861511200906628179822824,276_Oligo,3913_Oligo,-61969.48543608702,40714.18928166313
147197418978254549191207566001053422209,283_VLMC,3998_VLMC,-61742.66511302628,38921.28945341734
147223195189712405407863612289618683791,138_TH Prkcd_Grin2c,2017_TH Prkcd_Grin2c,-61950.69932214039,39628.35528999915
147226157373819295248963646183166680810,279_Astro,3931_Astro,-59060.60794701941,40336.04228948714
147229275669586675778716076487037708431,129_TH LH_Pou4f1_Sox1,1869_TH LH_Pou4f1_Sox1,-60577.89779448329,40608.11223555665
147251022614521074066028494258395069319,285_Endo,4017_Endo,-62611.492563076965,40694.919248037644
147274779125809905081984749543280399788,276_Oligo,3914_Oligo,-58722.558475068574,39417.33945013088
147274974823409099917860736180227617178,276_Oligo,3914_Oligo,-63183.41287624771,39395.547462392904
14729741637274139493198196827065958663,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-59175.31490456793,40516.28519964269
147305768675916559909589187940535832972,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60532.16076406195,39250.903609522946
147323779022933794916362608013262531205,279_Astro,3931_Astro,-61979.85939279339,38920.84115826825
147356192075815035373160696634855376577,276_Oligo,3914_Oligo,-62229.14461558628,39014.61789406959
14736791460995217036696555067081590783,279_Astro,3933_Astro,-63035.03038232929,39910.66422009413
14737484881590834183535485464810793877,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60509.46633340308,38975.03443341355
147388843393865914487172347037971040400,276_Oligo,3914_Oligo,-61614.32579763428,39675.778185634816
147394998319589194604501744416780495371,279_Astro,3933_Astro,-63288.53941155386,39761.71346036401
147401636096979849812679733399116952236,279_Astro,3949_Astro,-61207.634680422605,39113.445217190245
147410041193561525290119756038294982314,138_TH Prkcd_Grin2c,2012_TH Prkcd_Grin2c,-61364.66248262368,39514.41607061021
147417286236171373686165284900809822049,276_Oligo,3913_Oligo,-62201.85146806478,40523.63747681022
147421442716740242451118256099873213443,285_Endo,4012_Endo,-58899.03182211265,39282.24212718693
14743412876798393122266484508703003406,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60766.953521189316,39879.80524486364
147454292565031714546684891544703734910,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59155.28554192093,39706.721041009325
147476620830251789671860434097626668597,138_TH Prkcd_Grin2c,2012_TH Prkcd_Grin2c,-61825.87654081554,40345.20324010824
147479037175576715209010278867971900385,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-60276.45646476725,39715.126281740675
147497520674877811921914534336970652007,284_SMC-Peri,4003_SMC-Peri,-60755.154960213054,39177.170367726205
147588129328352764504468781366097789372,284_SMC-Peri,4003_SMC-Peri,-62132.21943919355,40191.80113713587
147593173221174526537063172606554171320,138_TH Prkcd_Grin2c,1999_TH Prkcd_Grin2c,-63092.36456046567,40531.13221950862
147604802179093805796335672481656852156,279_Astro,3933_Astro,-61724.757151849815,39200.71346316769
147621567918955828113274169051807931624,279_Astro,3949_Astro,-59836.91738711125,40341.23864819118
14764802491996679392529749161993618026,138_TH Prkcd_Grin2c,2012_TH Prkcd_Grin2c,-61026.133999581725,39542.098858478275
147667561243366109497990693831077454392,279_Astro,3933_Astro,-62404.79826865206,40515.846334230744
147671326367690447741060236501731365677,138_TH Prkcd_Grin2c,2017_TH Prkcd_Grin2c,-59934.93336836259,39901.99143029598
147694742069648519516139925854102407358,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61701.67982216316,40087.6684278826
147696078529899402230796392065201050840,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58660.68222538232,39792.05192449163
147744819017420691092192338293096189500,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60898.758768272965,39781.99037146993
147793282458161054193375642808271412344,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61770.73901696765,40381.66423124408
147840696016475671780213609064266977705,111_HY/TH Gnb3,1564_HY/TH Gnb3,-62879.13723055603,39041.69804739065
147844293677359869862186805109064882302,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62571.031350430276,39217.34672205565
147844399914357801961069044132362160391,279_Astro,3952_Astro,-58950.663351343384,40498.011200593726
14786607417691566632497675578264340507,276_Oligo,3914_Oligo,-60775.03989846531,40275.8670358108
147868526095956080523769834829784735173,128_TH MH_Tac2,1848_TH MH_Tac2,-61286.27134493302,40700.27721980813
147872609706036804650793248300575727858,276_Oligo,3914_Oligo,-60261.65014124191,40693.099484428116
147900089019704239261527086847972761163,137_TH_Rxfp1_Epb4,1966_TH_Rxfp1_Epb4,-61392.77404133737,38599.85464558768
147935890876096387974522284141940911092,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62075.33821623723,39464.28086081563
147950004899964771020192140331260751948,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63072.478098618536,40050.04313906301
147956206651003343761917649825237141706,279_Astro,3933_Astro,-61740.49997439065,39862.833267982984
147961802493025944480163455581395460644,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62749.23702429012,40657.59841064892
148010696304706498093733149770675899541,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59795.35260226502,39755.14204165185
148033079268140388438455647517971496112,276_Oligo,3914_Oligo,-63331.626726284696,39274.78138473024
148034736510856471876259235878776450943,134_TH PVT_Ntrk1,1935_TH PVT_Ntrk1,-61119.333035002586,38544.031699970314
14803797029416332764641736614698794400,284_SMC-Peri,4006_SMC-Peri,-61094.98512070832,38671.14295067017
148040347104732271389965142039889479100,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61036.99119857596,38954.38218098722
148044865673663008468105433906244641689,276_Oligo,3914_Oligo,-60443.5244240703,38682.38938775052
148058115277599178810711106097073428163,111_HY/TH Gnb3,1564_HY/TH Gnb3,-63075.33113276526,40283.21609318871
148062640183727546923989000977110060218,276_Oligo,3915_Oligo,-62727.91695162908,39614.6741030918
148074434734674398739374264737048607331,276_Oligo,3914_Oligo,-62440.90088564565,40684.32089690503
148080193313180322656362659888861130822,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61560.44340468949,39751.36527258133
148081405002092985816237206258476383107,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-61549.32915607676,39441.1895882757
148083184920338961643854742556864302521,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62674.374639256595,40064.34322507844
148102920696748928596769255226087581678,285_Endo,4017_Endo,-60847.609160395354,40719.01014734368
148110125470219893726286706311795815917,279_Astro,3949_Astro,-61907.85314035956,38933.82976266482
148136133721227640516396868886237691650,137_TH_Rxfp1_Epb4,1970_TH_Rxfp1_Epb4,-61504.139677302766,39433.27233917478
148136441040512080552293426462796739825,134_TH PVT_Ntrk1,1932_TH PVT_Ntrk1,-60968.433165581824,38568.29374289162
14815072836233429846843287788593440585,276_Oligo,3914_Oligo,-58650.12866172195,39638.42001019149
148221457272444759306542514700355198806,279_Astro,3952_Astro,-61657.633259064736,40258.93250849012
148308212426053271640239778568992461027,284_SMC-Peri,4007_SMC-Peri,-61752.72965563391,38938.95963684244
148364652697795017495320222006372305949,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-59935.698080295486,40054.47542964649
148365927203716704432314895861096823063,111_HY/TH Gnb3,1564_HY/TH Gnb3,-63365.26030196443,39719.7624097065
148370312817456830464803621081880369493,275_OPC,3893_OPC,-59238.79537599388,39746.20546503991
148376135295371451112852409148621784249,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59808.88013807459,40709.0164121105
14837969553838436951793612599185172837,276_Oligo,3911_Oligo,-61180.798455858865,39574.1420084905
148388579247329208883616661781903920365,285_Endo,4017_Endo,-60045.53221037212,40353.47000452289
148392523385860148485058947981288695495,279_Astro,3949_Astro,-61310.75923016105,38899.372746564375
148412922850952661347991651094535379249,134_TH PVT_Ntrk1,1932_TH PVT_Ntrk1,-61012.14048861161,40275.383708122376
148422042384607765858641584851389710949,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62816.81103466014,40319.79803473945
148433521208276881786642086279227587950,279_Astro,3949_Astro,-61049.8632141394,38630.22434683195
148435068513586673600977414035024900295,276_Oligo,3914_Oligo,-62380.293026472995,38976.88381145606
148437546781259911196839994896914689220,276_Oligo,3914_Oligo,-63399.5427080593,40131.70173400478
148437758453029471508318474040333190889,284_SMC-Peri,4006_SMC-Peri,-61922.82341320063,39575.06201116928
148443976449914281527448189150127025308,134_TH PVT_Ntrk1,1937_TH PVT_Ntrk1,-61104.278984755605,38662.435103663855
148461038161389160202270339916480965995,137_TH_Rxfp1_Epb4,1961_TH_Rxfp1_Epb4,-60963.41426637382,39417.90126544784
148461481933837891421483795317626569252,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-58941.32134288848,39833.51493395943
148496568005095539515216972915530484956,283_VLMC,4001_VLMC,-61656.32637877313,40005.1227708626
148510243579658495094889765962885011981,285_Endo,4017_Endo,-59432.189412411535,39251.39322337952
